date,floor_price_eth,floor_7d_avg,total_volume,trade_count,volume_7d_avg,trade_7d_avg
2024-04-01 00:00:00+00:00,12.38,12.649571428571427,462.5983,36,418.78851306892864,31.857142857142858
2024-04-02 00:00:00+00:00,11.26,12.485285714285714,648.9123,54,448.0043998557143,34.714285714285715
2024-04-03 00:00:00+00:00,11.21,12.263857142857145,686.8193,59,488.7443569985714,38.71428571428572
2024-04-04 00:00:00+00:00,11.33,12.106714285714286,315.1285,27,471.6427142842857,37.71428571428572
2024-04-05 00:00:00+00:00,11.51,11.962428571428571,154.489999,13,436.3497284285714,35.142857142857146
2024-04-06 00:00:00+00:00,11.45,11.755714285714287,272.7,23,439.5197712857142,35.857142857142854
2024-04-07 00:00:00+00:00,11.7,11.54857142857143,455.35,38,427.9997712857143,35.714285714285715
2024-04-08 00:00:00+00:00,11.9,11.480000000000002,525.8988,43,437.0426998571429,36.71428571428572
2024-04-09 00:00:00+00:00,11.58,11.525714285714288,680.666,58,441.57894271428574,37.285714285714285
2024-04-10 00:00:00+00:00,11.7,11.595714285714283,624.089,52,432.6174712857143,36.285714285714285
2024-04-11 00:00:00+00:00,11.43,11.61,768.86,66,497.436257,41.85714285714285
2024-04-12 00:00:00+00:00,10.98,11.534285714285716,811.4644,71,591.289742857143,50.142857142857146
2024-04-13 00:00:00+00:00,10.62,11.415714285714284,431.4547,39,613.9689857142857,52.42857142857143
2024-04-14 00:00:00+00:00,0.001,9.744428571428571,319.9066,28,594.6199285714285,51.0
2024-04-15 00:00:00+00:00,10.0,9.473,1056.7943,102,670.4621428571429,59.42857142857143
2024-04-16 00:00:00+00:00,9.91,9.234428571428571,533.0011,51,649.3671571428571,58.42857142857143
2024-04-17 00:00:00+00:00,10.01,8.992999999999999,768.15,76,669.9472999999999,61.85714285714285
2024-04-18 00:00:00+00:00,9.92,8.777285714285714,529.593,52,635.7663,59.85714285714285
2024-04-19 00:00:00+00:00,1e-18,7.208714285714286,721.170099,73,622.8671141428571,60.142857142857146
2024-04-20 00:00:00+00:00,9.942,7.111857142857142,676.611,67,657.8894427142857,64.14285714285714
2024-04-21 00:00:00+00:00,10.01,8.541714285714287,681.8649,67,709.5977712857142,69.71428571428571
2024-04-22 00:00:00+00:00,10.17,8.565999999999999,761.9889000000001,74,667.4827141428572,65.71428571428571
2024-04-23 00:00:00+00:00,10.62,8.667428571428571,527.55699999,48,666.7049855700001,65.28571428571429
2024-04-24 00:00:00+00:00,10.75,8.773142857142856,384.559,35,611.9062712842857,59.42857142857143
2024-04-25 00:00:00+00:00,10.86,8.907428571428571,573.5069,50,618.1796855700001,59.142857142857146
2024-04-26 00:00:00+00:00,11.69,10.577428571428571,669.778,55,610.8379571414287,56.57142857142857
2024-04-27 00:00:00+00:00,11.76,10.837142857142856,165.61,14,537.8378142842857,49.0
2024-04-28 00:00:00+00:00,11.7,11.078571428571427,268.239,22,478.7483999985714,42.57142857142857
2024-04-29 00:00:00+00:00,10.99,11.195714285714288,987.59,86,510.97712857,44.285714285714285
2024-04-30 00:00:00+00:00,10.77,11.217142857142855,134.838999,12,454.874557,39.142857142857146
2024-05-01 00:00:00+00:00,10.25,11.145714285714286,106.567998,10,415.1615567142857,35.57142857142857
2024-05-02 00:00:00+00:00,10.75,11.13,229.92,21,366.0777138571429,31.428571428571427
2024-05-03 00:00:00+00:00,10.51,10.96142857142857,198.2304,18,298.713771,26.142857142857142
2024-05-04 00:00:00+00:00,10.76,10.81857142857143,194.54,18,302.8466281428572,26.714285714285715
2024-05-05 00:00:00+00:00,10.91,10.705714285714285,100.46,9,278.8781995714286,24.857142857142858
2024-05-06 00:00:00+00:00,11.0,10.707142857142856,200.107979,17,166.380768,15.0
2024-05-07 00:00:00+00:00,1e-18,9.168571428571427,348.175942,30,196.85747414285717,17.571428571428573
2024-05-08 00:00:00+00:00,11.82,9.392857142857142,119.94,10,198.7677601428572,17.571428571428573
2024-05-09 00:00:00+00:00,10.99,9.427142857142856,795.89,70,279.6206172857143,24.571428571428573
2024-05-10 00:00:00+00:00,11.0,9.497142857142858,465.2348,41,317.764103,27.857142857142858
2024-05-11 00:00:00+00:00,11.29,9.572857142857144,314.17,27,334.854103,29.142857142857142
2024-05-12 00:00:00+00:00,11.27,9.624285714285715,860.6773000000001,75,443.45657442857146,38.57142857142857
2024-05-13 00:00:00+00:00,11.85,9.745714285714286,420.82,35,474.9868631428572,41.142857142857146
2024-05-14 00:00:00+00:00,10.85,11.295714285714284,487.5613,42,494.8990571428572,42.85714285714285
2024-05-15 00:00:00+00:00,10.86,11.15857142857143,307.24,28,521.6562,45.42857142857143
2024-05-16 00:00:00+00:00,11.38,11.214285714285714,127.63,11,426.1904857142857,37.0
2024-05-17 00:00:00+00:00,11.6,11.3,58.25,5,368.04980000000006,31.857142857142858
2024-05-18 00:00:00+00:00,11.4,11.315714285714288,126.11,11,341.18408571428574,29.571428571428573
2024-05-19 00:00:00+00:00,11.35,11.327142857142857,69.00999999999999,6,228.0887571428571,19.714285714285715
2024-05-20 00:00:00+00:00,10.93,11.195714285714288,190.04,17,195.12018571428567,17.142857142857142
2024-05-21 00:00:00+00:00,10.8,11.18857142857143,308.66,28,169.56285714285715,15.142857142857142
2024-05-22 00:00:00+00:00,10.9,11.194285714285714,222.999,20,157.52842857142858,14.0
2024-05-23 00:00:00+00:00,10.21,11.027142857142858,451.8363,42,203.84361428571427,18.428571428571427
2024-05-24 00:00:00+00:00,10.04,10.804285714285712,154.69400000000002,15,217.6213285714286,19.857142857142858
2024-05-25 00:00:00+00:00,10.17,10.628571428571428,175.1238,17,224.6233,20.714285714285715
2024-05-26 00:00:00+00:00,10.41,10.494285714285716,63.12999,6,223.7832985714286,20.714285714285715
2024-05-27 00:00:00+00:00,10.09,10.374285714285715,156.45,15,218.98472714285717,20.428571428571427
2024-05-28 00:00:00+00:00,10.02,10.262857142857143,224.53299,22,206.96658285714287,19.571428571428573
2024-05-29 00:00:00+00:00,10.2,10.162857142857144,199.6149,19,203.6259971428572,19.428571428571427
2024-05-30 00:00:00+00:00,10.5,10.204285714285714,233.73,22,172.46795428571428,16.571428571428573
2024-05-31 00:00:00+00:00,10.62,10.287142857142856,53.33,5,157.98738285714285,15.142857142857142
2024-06-01 00:00:00+00:00,10.11,10.278571428571428,491.9,48,203.2411257142857,19.571428571428573
2024-06-02 00:00:00+00:00,10.05,10.227142857142857,202.67,20,223.17541285714285,21.571428571428573
2024-06-03 00:00:00+00:00,10.034,10.219142857142856,197.3054,19,229.0118985714286,22.142857142857142
2024-06-04 00:00:00+00:00,10.2,10.244857142857144,104.96,10,211.93004285714284,20.428571428571427
2024-06-05 00:00:00+00:00,10.26,10.253428571428572,158.18,15,206.01077142857145,19.857142857142858
2024-06-06 00:00:00+00:00,10.21,10.212,42352.04,6,6222.9122,17.571428571428573
2024-06-07 00:00:00+00:00,10.2,10.152,72.17999999999999,7,6225.605057142857,17.857142857142858
