date,floor_price_eth,floor_7d_avg,total_volume,trade_count,volume_7d_avg,trade_7d_avg
2024-10-01 00:00:00+00:00,9.99,8.56642857142857,82.948999999,8,94.90429999985714,9.285714285714286
2024-10-02 00:00:00+00:00,9.97,8.506428571428572,91.57,9,95.92429999985714,9.428571428571429
2024-10-03 00:00:00+00:00,9.45,8.446428571428571,142.209,14,93.22987142842858,9.142857142857142
2024-10-04 00:00:00+00:00,9.64,8.430714285714286,39.2094,4,87.28434285699998,8.714285714285714
2024-10-05 00:00:00+00:00,9.0,9.715,68.24,7,75.04891428557143,7.428571428571429
2024-10-06 00:00:00+00:00,9.71,9.642142857142858,59.522,6,79.1606285712857,7.857142857142857
2024-10-07 00:00:00+00:00,9.56,9.617142857142856,267.3432,27,107.29179999985716,10.714285714285714
2024-10-08 00:00:00+00:00,9.21,9.505714285714287,226.67720710000003,24,127.82440101428573,13.0
2024-10-09 00:00:00+00:00,9.25,9.402857142857144,55.93,6,122.73297244285716,12.571428571428571
2024-10-10 00:00:00+00:00,9.03,9.342857142857143,102.769999979997,9,117.09882958285672,11.857142857142858
2024-10-11 00:00:00+00:00,9.33,9.29857142857143,9.33,1,112.830343868571,11.428571428571429
2024-10-12 00:00:00+00:00,9.2,9.327142857142858,102.1299036,11,117.671758668571,12.0
2024-10-13 00:00:00+00:00,9.04,9.231428571428571,137.5299134,15,128.81574629714245,13.285714285714286
2024-10-14 00:00:00+00:00,8.66,9.102857142857143,293.78447777,33,132.59307169285674,14.142857142857142
2024-10-15 00:00:00+00:00,8.65,9.022857142857143,80.07788412000001,9,111.65031126714244,12.0
2024-10-16 00:00:00+00:00,8.81,8.959999999999999,168.66,19,127.75459698142814,13.857142857142858
2024-10-17 00:00:00+00:00,8.84,8.932857142857141,188.6190898,21,140.01875267,15.571428571428571
2024-10-18 00:00:00+00:00,8.81,8.858571428571429,117.7169,13,155.50259552714286,17.285714285714285
2024-10-19 00:00:00+00:00,8.7427,8.793242857142857,62.5414,7,149.84709501285715,16.714285714285715
2024-10-20 00:00:00+00:00,8.9,8.773242857142858,185.60399,20,156.71482024142855,17.428571428571427
2024-10-21 00:00:00+00:00,9.21,8.851814285714285,195.29,21,142.64418056,15.714285714285714
2024-10-22 00:00:00+00:00,9.21,8.931814285714285,121.74,13,148.5959114,16.285714285714285
2024-10-23 00:00:00+00:00,8.7,8.9161,199.395,22,152.98662568571427,16.714285714285715
2024-10-24 00:00:00+00:00,8.61,8.883242857142857,73.00999999999999,8,136.47104142857145,14.857142857142858
2024-10-25 00:00:00+00:00,8.73,8.871814285714285,53.54,6,127.30291285714286,13.857142857142858
